,name,rating,reviews,type,hq,old,employees
4306,Speciality Resta...,4.4,(114 Reviews),Public,"Mumbai,Maharashtra + 11 more",31 years old,1k-5k Employees (India)
4307,Food Corporation...,4.1,(114 Reviews),Private,"Delhi/NCR,Delhi + 47 more",57 years old,10k-50k Employees (Global)
4308,St. Joseph's Sch...,4.4,(114 Reviews),Private,"Greater Noida,Uttar Pradesh + 35 more",22 years old,51-200 Employees (India)
4309,Acer India,3.9,(114 Reviews),Public,Xizhi + 28 more,46 years old,51-200 Employees (India)
4310,OPERATIONAL ENER...,3.8,(114 Reviews),Private,"Chennai,Tamil Nadu + 28 more",15 years old,201-500 Employees (India)
4311,TransUnion,4.4,(114 Reviews),Private,"Chicago,Illinois + 3 more",54 years old,1k-5k Employees (India)
4312,Mafatlal Industr...,3.9,(114 Reviews),Public,"Mumbai,Maharashtra + 7 more",109 years old,1k-5k Employees (India)
4313,Walter Bushnell,3.4,(114 Reviews),Private,Gurgaon + 25 more,18 years old,51-200 Employees (India)
4314,SunMax Auto Engi...,3.3,(114 Reviews),Private,New Delhi + 9 more,18 years old,51-200 Employees (India)
4315,Can Fin Homes,3.9,(114 Reviews),Public,Bangalore + 41 more,35 years old,1k-5k Employees (India)
4316,Fourth Dimension...,2.5,(114 Reviews),Public,New Delhi + 18 more,11 years old,201-500 Employees (India)
4317,Kapil Chit Funds,4.0,(114 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 35 more",41 years old,10k-50k Employees (India)
4318,Innovision,3.4,(114 Reviews),Private,"Mumbai,Maharashtra + 29 more",15 years old,201-500 Employees (India)
4319,Gpt Infraproject...,3.7,(114 Reviews),Public,"Kolkata,West Bengal + 14 more",42 years old,1k-5k Employees (India)
4320,St. Joseph's Sch...,4.4,(114 Reviews),Private,"Greater Noida,Uttar Pradesh + 35 more",22 years old,51-200 Employees (India)
4321,Mafatlal Industr...,3.9,(114 Reviews),Public,"Mumbai,Maharashtra + 7 more",109 years old,1k-5k Employees (India)
4322,Walter Bushnell,3.4,(114 Reviews),Private,Gurgaon + 25 more,18 years old,51-200 Employees (India)
4323,Fourth Dimension...,2.5,(114 Reviews),Public,New Delhi + 18 more,11 years old,201-500 Employees (India)
4324,Kapil Chit Funds,4.0,(114 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 35 more",41 years old,10k-50k Employees (India)
4325,OPERATIONAL ENER...,3.8,(114 Reviews),Private,"Chennai,Tamil Nadu + 28 more",15 years old,201-500 Employees (India)
4326,Can Fin Homes,3.9,(114 Reviews),Public,Bangalore + 41 more,35 years old,1k-5k Employees (India)
4327,Echs Polyclinic,4.0,(114 Reviews),Public,New Delhi + 50 more,19 years old,11-50 Employees (India)
4328,Netoyed,4.1,(114 Reviews),11-50 Employees (India),,,
4329,MMACH Design,4.9,(114 Reviews),Pune + 9 more,51-200 Employees (India),,
4330,Elite Elevators,4.6,(113 Reviews),Private,"Chennai,Tamil Nadu + 9 more",19 years old,51-200 Employees (India)
4331,The Indian Expre...,3.8,(113 Reviews),Private,Noida + 21 more,90 years old,1k-5k Employees (India)
4332,Hyundai Engineer...,4.2,(113 Reviews),Private,Seoul + 17 more,48 years old,51-200 Employees (India)
4333,CANTABIL RETAIL ...,3.7,(113 Reviews),Public,"Delhi/NCR,New Delhi + 32 more",22 years old,1k-5k Employees (India)
4334,Knack Global,3.6,(113 Reviews),Woodbridge + 5 more,15 years old,501-1k Employees (India),
4335,Azim Premji Foun...,4.4,(113 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 25 more",21 years old,1k-5k Employees (India)
4336,Weavetex Oversea...,3.9,(113 Reviews),Private,"Baghpat,Uttar Pradesh + 6 more",53 years old,201-500 Employees (India)
4337,Oakridge Interna...,4.4,(113 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",11 years old,51-200 Employees (India)
4338,RAMADA PLAZA,3.8,(113 Reviews),Public,New Jersey + 17 more,69 years old,201-500 Employees (Global)
4339,Energy Efficienc...,4.2,(113 Reviews),Private,New Delhi + 26 more,13 years old,501-1k Employees (India)
4340,ACN Health care,3.7,(113 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",11 years old,11-50 Employees (India)
4341,Grauer & Weil (i...,3.8,(113 Reviews),Public,"Mumbai,Maharashtra + 15 more",65 years old,501-1k Employees (India)
4342,QDVC,4.9,(113 Reviews),Private,Doha + 3 more,15 years old,51-200 Employees (India)
4343,Intelux Electron...,3.6,(113 Reviews),Private,"Pune,Maharashtra + 9 more",26 years old,201-500 Employees (India)
4344,Suven Life Scien...,4.1,(113 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 5 more",33 years old,51-200 Employees (India)
4345,Quest Diagnostic...,4.1,(113 Reviews),Private,"Secaucus,New Jersey + 10 more",55 years old,501-1k Employees (India)
4346,L&T IDPL,4.4,(113 Reviews),Private,Chennai + 23 more,27 years old,501-1k Employees (Global)
4347,Moody Internatio...,4.3,(113 Reviews),Private,Haywards Heath + 22 more,111 years old,201-500 Employees (India)
4348,TATA MEDICAL CEN...,4.1,(113 Reviews),Private,"Kolkata,West Bengal",18 years old,51-200 Employees (India)
4349,Xpo Logistics,3.6,(113 Reviews),Public,"Greenwich,Connecticut + 16 more",11 years old,51-200 Employees (India)
4350,Flemingo Duty Fr...,4.0,(113 Reviews),Private,"Navi Mumbai,Maharashtra + 14 more",25 years old,201-500 Employees (India)
4351,Cleartrip,4.0,(113 Reviews),Private,"Mumbai,Maharashtra + 8 more",17 years old,501-1k Employees (India)
4352,Aeries Technolog...,4.3,(113 Reviews),Private,"Mumbai,Maharashtra + 4 more",10 years old,201-500 Employees (India)
4353,OmniActive Healt...,4.0,(113 Reviews),Public,"Mumbai,Maharashtra + 8 more",18 years old,201-500 Employees (India)
4354,AGC Networks,3.6,(113 Reviews),Public,Mumbai + 12 more,36 years old,501-1k Employees (India)
4355,Aneja Associates,3.1,(113 Reviews),Private,"Mumbai,Maharashtra + 6 more",41 years old,11-50 Employees (India)
4356,Dev Information ...,3.7,(113 Reviews),Public,"Ahmedabad,Gujarat + 24 more",25 years old,501-1k Employees (India)
4357,SMC,3.8,(210 Reviews),Private,"Noblesville,Indiana + 27 more",34 years old,201-500 Employees (India)
4358,Dynamatic Techno...,3.8,(176 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 3 more",49 years old,1k-5k Employees (India)
4359,Expedia,4.3,(116 Reviews),Private,"Bellevue,Washington + 6 more",15 years old,10k-50k Employees (India)
4360,SSEM,4.0,(112 Reviews),Private,Riyadh + 11 more,46 years old,1k-5k Employees (Global)
4361,TC Global,4.2,(112 Reviews),Private,Delhi + 17 more,27 years old,201-500 Employees (India)
4362,ACE Group,4.4,(112 Reviews),Private,Noida + 24 more,12 years old,501-1k Employees (India)
4363,Cimpress,4.5,(112 Reviews),Private,"Dundalk,County Louth + 6 more",27 years old,501-1k Employees (India)
4364,YFC PROJECTS,4.0,(112 Reviews),Private,"Gurgaon/Gurugram,Haryana + 10 more",36 years old,51-200 Employees (India)
4365,S.M. Consultants,3.9,(112 Reviews),Private,"Bhubaneswar,Odisha + 16 more",23 years old,51-200 Employees (India)
4366,Franciscan Solut...,3.1,(112 Reviews),Private,"Greater Noida,Uttar Pradesh + 18 more",15 years old,501-1k Employees (India)
4367,Diamond Beverage...,3.8,(112 Reviews),Private,Kolkata + 3 more,27 years old,201-500 Employees (India)
4368,Pie Infocomm,4.5,(112 Reviews),Private,"Lucknow,Uttar Pradesh + 1 more",20 years old,1-10 Employees (India)
4369,MJ Biopharm,3.7,(112 Reviews),Private,"Mumbai,Maharashtra + 7 more",35 years old,201-500 Employees (India)
4370,CQRA,4.2,(112 Reviews),Private,"Pune,Maharashtra + 13 more",18 years old,201-500 Employees (India)
4371,Mahavir Die Cast...,3.5,(112 Reviews),Private,Faridabad + 3 more,31 years old,501-1k Employees (India)
4372,Writer Business ...,3.7,(112 Reviews),Private,Mumbai + 37 more,69 years old,1k-5k Employees (India)
4373,MeritTrac,3.9,(112 Reviews),Private,"Bangalore,Karnataka + 9 more",22 years old,201-500 Employees (India)
4374,Fulcrum Worldwid...,4.2,(112 Reviews),Private,Jersey City,23 years old,501-1k Employees (India)
4375,The Oriental Ins...,4.2,(112 Reviews),Mumbai + 47 more,75 years old,10k-50k Employees (India),
4376,GM Modular,4.0,(112 Reviews),Private,"Mumbai,Maharashtra + 22 more",22 years old,501-1k Employees (India)
4377,Tirupati Medicar...,4.3,(112 Reviews),"Paonta Sahib,Himachal Pradesh + 10 more",17 years old,201-500 Employees (India),
4378,SEED CSR,4.7,(112 Reviews),Private,New Delhi + 7 more,16 years old,51-200 Employees (India)
4379,Army Ordnance Co...,4.8,(112 Reviews),Public,"New Delhi,Delhi + 37 more",247 years old,1 Lakh+ Employees (India)
4380,Global Healthcar...,3.3,(112 Reviews),Private,"Chennai,Tamil Nadu + 2 more",6 years old,1k-5k Employees (India)
4381,TCL,4.1,(112 Reviews),Private,Huizhou + 23 more,41 years old,51-200 Employees (India)
4382,Adcock Ingram,3.5,(112 Reviews),"Abu Dhabi,Gauteng + 9 more",132 years old,201-500 Employees (India),
4383,Oncquest Laborat...,3.8,(112 Reviews),Private,"Delhi/NCR,Delhi + 17 more",22 years old,201-500 Employees (India)
4384,Century Enka,4.5,(112 Reviews),Public,Pune + 5 more,57 years old,501-1k Employees (India)
4385,Agappe Diagnosti...,3.9,(112 Reviews),Private,"Ernakulam,Kerala + 19 more",24 years old,501-1k Employees (India)
4386,Peel-works,4.3,(112 Reviews),Private,"Mumbai,Maharashtra + 16 more",12 years old,51-200 Employees (India)
4387,Olive Bar & Kitc...,4.4,(112 Reviews),Private,Mumbai + 12 more,22 years old,201-500 Employees (India)
4388,MMTC-PAMP,3.7,(112 Reviews),Private,New Delhi + 17 more,14 years old,1k-5k Employees (India)
4389,Ascendum KPS,4.1,(112 Reviews),Private,"Blue Ash,Ohio + 3 more",21 years old,1k-5k Employees (India)
4390,American Express...,4.1,(112 Reviews),Private,"New York,New York + 12 more",6 years old,1k-5k Employees (India)
4391,Vishal Retail,4.2,(112 Reviews),"Delhi/NCR,Delhi + 37 more",21 years old,1 Lakh+ Employees (India),
4392,DDB Mudra Group,3.7,(112 Reviews),Private,"Mumbai,Maharashtra + 23 more",42 years old,1k-5k Employees (India)
4393,QSpiders,3.9,(112 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 10 more",19 years old,501-1k Employees (India)
4394,Neosym Industry,3.7,(112 Reviews),Private,"Pune,Maharashtra + 5 more",90 years old,501-1k Employees (India)
4395,MSCI,3.9,(112 Reviews),Private,"New York City,New York + 6 more",18 years old,501-1k Employees (India)
4396,NDTV,3.4,(112 Reviews),Private,"Delhi/NCR,New Delhi + 4 more",33 years old,1k-5k Employees (India)
4397,ITCube Solutions,3.6,(112 Reviews),Private,"Pune,Maharashtra + 3 more",19 years old,201-500 Employees (India)
4398,Fernandez Hospit...,4.1,(112 Reviews),Private,"Hyderabad/Secunderabad,Telangana",74 years old,1k-5k Employees (India)
4399,Minda Kosei Alum...,4.3,(112 Reviews),Private,Bawal + 8 more,7 years old,501-1k Employees (India)
4400,Hiranandani grou...,4.3,(112 Reviews),Private,"Mumbai,Maharashtra + 12 more",44 years old,1k-5k Employees (India)
4401,OneClick IT Cons...,4.8,(112 Reviews),Private,"Ahmedabad,Gujarat",10 years old,51-200 Employees (India)
4402,Redcliffe Labs,4.3,(112 Reviews),Private,"Gurgaon,Haryana + 19 more",3 years old,1k-5k Employees (India)
4403,MUNDRA SOLAR TEC...,4.1,(112 Reviews),Ahmedabad + 8 more,7 years old,501-1k Employees (Global),
4404,UNITILE,4.7,(133 Reviews),Private,"Mumbai,Maharashtra + 12 more",28 years old,51-200 Employees (India)
4405,Hidesign,3.5,(111 Reviews),Private,"Pondicherry/Puducherry,Tamil Nadu + 20 more",44 years old,201-500 Employees (India)
4406,MindGate Solutio...,3.6,(111 Reviews),Private,Mumbai + 6 more,14 years old,501-1k Employees (India)
4407,ICFAI Business S...,4.2,(111 Reviews),Private,Hyderabad + 29 more,27 years old,1k-5k Employees (Global)
4408,Apollo Specialit...,4.1,(111 Reviews),Public,Chennai + 17 more,39 years old,10k-50k Employees (India)
4409,John Energy,4.1,(111 Reviews),Private,Ahmedabad + 8 more,35 years old,1k-5k Employees (India)
4410,XSEED Education,3.1,(111 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 17 more",14 years old,201-500 Employees (Global)
4411,Mutual Industrie...,3.2,(111 Reviews),Public,"Mumbai,Maharashtra + 7 more",43 years old,201-500 Employees (India)
4412,Securitrans Indi...,3.8,(111 Reviews),Private,"Delhi/NCR,Delhi + 34 more",36 years old,1 Lakh+ Employees (India)
4413,Target Engineeri...,3.7,(111 Reviews),Private,Abu Dhabi + 9 more,47 years old,10k-50k Employees (India)
4414,L&T Infrastructu...,4.0,(111 Reviews),Chennai + 10 more,201-500 Employees (India),,
4415,RenewBuy,3.5,(111 Reviews),Private,"Gurgaon,Haryana + 28 more",8 years old,1k-5k Employees (India)
4416,Arkray Healthcar...,3.9,(111 Reviews),Private,"Mumbai,Maharashtra + 18 more",62 years old,201-500 Employees (India)
4417,Vini Cosmetics,4.2,(111 Reviews),Private,"Ahmedabad,Gujarat + 31 more",13 years old,201-500 Employees (India)
4418,Bilt,3.8,(111 Reviews),Private,"Gurgaon/Gurugram,Haryana + 19 more",77 years old,1k-5k Employees (India)
4419,SBI Capital Mark...,3.2,(111 Reviews),Public,"Mumbai,Maharashtra + 39 more",36 years old,201-500 Employees (India)
4420,Aurigene Discove...,4.3,(111 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",20 years old,501-1k Employees (India)
4421,Hindustan Media ...,4.1,(111 Reviews),Public,"Delhi/NCR,Delhi + 27 more",104 years old,1k-5k Employees (India)
4422,Lobo Staffing So...,4.1,(111 Reviews),Private,"Mumbai,Maharashtra + 25 more",19 years old,51-200 Employees (India)
4423,Siddha Group,3.6,(111 Reviews),"Kolkata,West Bengal + 3 more",36 years old,501-1k Employees (India),
4424,Sparsh Hospital,4.3,(111 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 13 more",16 years old,501-1k Employees (India)
4425,Enaltec Labs,4.2,(111 Reviews),"Navi Mumbai,Maharashtra + 5 more",16 years old,51-200 Employees (India),
4426,Sharp Business S...,3.8,(111 Reviews),Private,Noida + 27 more,110 years old,51-200 Employees (India)
4427,Mindlance,4.2,(111 Reviews),Private,"Union,New Jersey + 5 more",23 years old,1k-5k Employees (Global)
4428,Miraj Group,3.9,(111 Reviews),Private,"Nathdwara,Rajasthan + 12 more",35 years old,201-500 Employees (India)
4429,Thomson Press In...,3.7,(111 Reviews),Private,Faridabad + 8 more,55 years old,201-500 Employees (India)
4430,Goibibo,4.2,(111 Reviews),Private,"Gurgaon,Haryana + 14 more",15 years old,1k-5k Employees (India)
4431,Jeena & Company,4.3,(111 Reviews),Private,Mumbai + 22 more,122 years old,501-1k Employees (India)
4432,Vesuvius,4.0,(111 Reviews),Public,London + 10 more,31 years old,501-1k Employees (India)
4433,Alpha Design Tec...,4.1,(111 Reviews),Private,Bangalore + 9 more,19 years old,201-500 Employees (India)
4434,Government Polyt...,3.9,(111 Reviews),Private,Nagpur + 48 more,108 years old,1k-5k Employees (India)
4435,Ichhapurti.com,2.7,(111 Reviews),Gurgaon/Gurugram + 16 more,,,
4436,Shree Satya Sai ...,4.7,(111 Reviews),Jamnagar + 2 more,40 years old,201-500 Employees (India),
4437,iB Hubs,4.5,(122 Reviews),Private,Gurgaon + 5 more,6 years old,501-1k Employees (India)
4438,Aditya Birla Sun...,4.3,(110 Reviews),Partnership,Mumbai + 40 more,28 years old,1k-5k Employees (India)
4439,MoreTasks,4.6,(110 Reviews),Private,"Gurgaon/Gurugram,Haryana",6 years old,51-200 Employees (India)
4440,Ncc Urban Infras...,4.4,(110 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 19 more",15 years old,201-500 Employees (India)
4441,Finova Capital,4.4,(110 Reviews),Private,"Jaipur,Rajasthan + 43 more",7 years old,501-1k Employees (India)
4442,Indian Political...,3.3,(110 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 10 more",7 years old,201-500 Employees (Global)
4443,Manohar Filament...,3.7,(110 Reviews),Private,"Delhi/NCR,Delhi + 6 more",36 years old,201-500 Employees (India)
4444,UnitedHealthcare...,3.9,(110 Reviews),Minnesota + 9 more,45 years old,51-200 Employees (India),
4445,GITAM University,4.1,(110 Reviews),Private,Visakhapatnam + 3 more,42 years old,1k-5k Employees (India)
4446,Thirdware Soluti...,4.3,(110 Reviews),Private,"Mumbai,Maharashtra + 1 more",27 years old,1k-5k Employees (India)
4447,St Regis,4.0,(110 Reviews),Private,New York + 6 more,118 years old,501-1k Employees (India)
4448,Datamatics Finan...,3.7,(110 Reviews),Private,Mumbai + 1 more,47 years old,1k-5k Employees (India)
4449,Birla white,4.0,(110 Reviews),Private,Mumbai + 39 more,34 years old,1-10 Employees (India)
4450,Covalent Laborat...,3.7,(110 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",20 years old,51-200 Employees (India)
4451,Sahara India Fin...,3.9,(110 Reviews),Lucknow + 46 more,35 years old,10k-50k Employees (Global),
4452,Bigstep Technolo...,4.5,(110 Reviews),Private,"Gurgaon/Gurugram,Haryana",14 years old,51-200 Employees (India)
4453,National Institu...,3.4,(110 Reviews),Private,Delhi + 20 more,20 years old,201-500 Employees (India)
4454,Bell Finvest,2.6,(110 Reviews),Public,"Mumbai,Maharashtra + 44 more",28 years old,51-200 Employees (India)
4455,Gini & Jony,3.5,(110 Reviews),Private,"Mumbai,Maharashtra + 24 more",42 years old,501-1k Employees (India)
4456,Clifford Chance,4.0,(110 Reviews),Private,"Gurgaon/Gurugram,Haryana + 3 more",15 years old,201-500 Employees (India)
4457,ANEWA Engineerin...,3.8,(110 Reviews),Private,"Hyderabad/Secunderabad,Telangana",16 years old,201-500 Employees (India)
4458,Sakal Media Grou...,3.7,(110 Reviews),Private,"Pune,Maharashtra + 18 more",90 years old,1k-5k Employees (India)
4459,Ramoji Film City,4.0,(110 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",26 years old,1k-5k Employees (India)
4460,Allen Solly,4.3,(110 Reviews),Public,"Bangalore/Bengaluru,Karnataka + 31 more",278 years old,10k-50k Employees (India)
4461,ARCIS e Services,3.6,(110 Reviews),Private,Gurgaon + 8 more,35 years old,201-500 Employees (India)
4462,Borosil Glass Wo...,3.7,(110 Reviews),Public,"Mumbai,Maharashtra + 14 more",60 years old,501-1k Employees (India)
4463,ITC Wills Lifest...,4.3,(110 Reviews),Public,"Mumbai,Maharashtra + 31 more",112 years old,201-500 Employees (Global)
4464,Reliance HR Serv...,4.1,(110 Reviews),Mumbai + 28 more,5k-10k Employees (India),,
4465,Outworx Solution...,3.6,(110 Reviews),Private,"San Jose,California + 13 more",19 years old,201-500 Employees (India)
4466,Punjab and Mahar...,3.8,(110 Reviews),Public,"Mumbai,Maharashtra + 21 more",38 years old,10k-50k Employees (Global)
4467,AVRA Laboratorie...,4.3,(110 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 5 more",27 years old,501-1k Employees (India)
4468,Elofic Industrie...,4.0,(110 Reviews),Private,"Faridabad,Haryana + 11 more",71 years old,201-500 Employees (India)
4469,Laxmi Civil Engi...,4.2,(110 Reviews),Private,"Kolhapur,Maharashtra + 24 more",22 years old,201-500 Employees (India)
4470,Ramee Group of H...,3.5,(110 Reviews),Private,Dubai + 8 more,37 years old,51-200 Employees (India)
4471,Tangoe,3.5,(110 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",22 years old,51-200 Employees (India)
4472,TLC Relationship...,3.1,(110 Reviews),Private,"Delhi/NCR,Delhi + 18 more",20 years old,501-1k Employees (India)
4473,Cheers Interacti...,3.2,(110 Reviews),Private,"Utrecht,Albert Heijn + 2 more",22 years old,51-200 Employees (India)
4474,Aksh Optifibre,3.8,(110 Reviews),Public,"Delhi/NCR,New Delhi + 12 more",36 years old,201-500 Employees (India)
4475,PurpleTalk,4.4,(110 Reviews),Private,"Dallas,Texas + 1 more",14 years old,501-1k Employees (India)
